UserId,VisitMonth,Attraction,UserVisitFrequency,UserHolidayVisitor,UserAttractionVisitCount,UserEngagementScore,UserCountryVariety,UserAttractionVariety,AttractionEngagementScore,UserGroupAffinity,VisitMode
70456,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
7567,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
79069,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
31019,10,Sacred Monkey Forest Sanctuary,2,0.0,2,6.0,1,1,56311.99999999999,1.0,Family
43611,10,Sacred Monkey Forest Sanctuary,3,0.0,1,9.0,1,3,56311.99999999999,0.0,Couples
43471,10,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Friends
76492,9,Sacred Monkey Forest Sanctuary,2,0.0,2,8.0,1,1,56311.99999999999,0.5,Couples
20977,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
18655,9,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Couples
62907,9,Sacred Monkey Forest Sanctuary,14,0.2857142857142857,7,55.0,1,6,56311.99999999999,0.2857142857142857,Couples
86054,9,Sacred Monkey Forest Sanctuary,6,0.0,2,28.0,1,4,56311.99999999999,0.3333333333333333,Couples
41979,9,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
38726,9,Sacred Monkey Forest Sanctuary,4,0.0,2,15.0,1,3,56311.99999999999,1.0,Friends
67147,8,Sacred Monkey Forest Sanctuary,4,0.0,2,18.0,1,3,56311.99999999999,0.0,Couples
2307,9,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,0.0,Couples
3660,9,Sacred Monkey Forest Sanctuary,2,0.5,2,10.0,1,1,56311.99999999999,0.0,Couples
50130,9,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,1.0,Friends
30450,8,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
82637,7,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
33716,7,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,0.0,Solo
46517,8,Sacred Monkey Forest Sanctuary,1,0.0,1,1.0,1,1,56311.99999999999,1.0,Family
50127,8,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,0.0,Couples
61876,8,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
16769,6,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
9804,7,Sacred Monkey Forest Sanctuary,5,0.0,2,17.0,1,4,56311.99999999999,0.4,Couples
44419,7,Sacred Monkey Forest Sanctuary,5,0.0,3,20.0,1,3,56311.99999999999,0.0,Couples
84531,7,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
83915,7,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
62742,7,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
47615,7,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,0.0,Couples
85459,7,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
71946,7,Sacred Monkey Forest Sanctuary,2,0.0,2,6.0,1,1,56311.99999999999,1.0,Friends
54719,7,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Friends
16291,7,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
18137,6,Sacred Monkey Forest Sanctuary,1,0.0,1,1.0,1,1,56311.99999999999,0.0,Couples
37338,6,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
18628,6,Sacred Monkey Forest Sanctuary,3,0.0,1,14.0,1,3,56311.99999999999,1.0,Family
47542,6,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Solo
71155,6,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
73515,6,Sacred Monkey Forest Sanctuary,2,0.0,1,9.0,1,2,56311.99999999999,0.0,Couples
1953,5,Sacred Monkey Forest Sanctuary,3,1.0,2,13.0,1,2,56311.99999999999,1.0,Friends
31372,5,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
35045,5,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
79488,4,Sacred Monkey Forest Sanctuary,3,0.0,2,9.0,1,2,56311.99999999999,1.0,Family
14186,4,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
78554,10,Sacred Monkey Forest Sanctuary,5,0.0,1,24.0,1,5,56311.99999999999,0.0,Couples
30511,11,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
50138,7,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Friends
83974,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Solo
40006,5,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Solo
50311,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
56894,1,Sacred Monkey Forest Sanctuary,11,0.1818181818181818,5,45.0,1,5,56311.99999999999,0.0909090909090909,Couples
36421,12,Sacred Monkey Forest Sanctuary,2,0.5,1,10.0,1,2,56311.99999999999,0.5,Friends
62902,1,Sacred Monkey Forest Sanctuary,5,0.0,3,23.0,1,3,56311.99999999999,0.2,Family
61175,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,0.0,Couples
61849,11,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
51784,10,Sacred Monkey Forest Sanctuary,3,0.3333333333333333,2,15.0,1,2,56311.99999999999,0.0,Couples
61709,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,0.0,Couples
64920,3,Sacred Monkey Forest Sanctuary,7,0.0,1,29.000000000000004,1,4,56311.99999999999,0.2857142857142857,Couples
27538,4,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Friends
27449,7,Sacred Monkey Forest Sanctuary,2,0.5,2,9.0,1,1,56311.99999999999,1.0,Family
64392,3,Sacred Monkey Forest Sanctuary,8,0.125,3,38.0,1,4,56311.99999999999,0.25,Couples
79911,11,Sacred Monkey Forest Sanctuary,3,0.0,2,15.0,1,2,56311.99999999999,0.0,Couples
55535,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
51283,3,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
73796,3,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,1.0,Friends
21207,3,Sacred Monkey Forest Sanctuary,2,0.0,1,6.0,1,2,56311.99999999999,1.0,Friends
23868,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
13954,8,Sacred Monkey Forest Sanctuary,3,0.3333333333333333,2,9.0,1,2,56311.99999999999,1.0,Family
55381,6,Sacred Monkey Forest Sanctuary,1,0.0,1,2.0,1,1,56311.99999999999,1.0,Friends
71073,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
113,3,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
16816,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
41624,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
33038,3,Sacred Monkey Forest Sanctuary,3,0.0,2,13.0,1,2,56311.99999999999,1.0,Family
46031,2,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,0.5,Solo
81844,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
64368,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
51849,3,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Friends
53252,4,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Friends
29563,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
66839,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
42947,1,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,0.0,Couples
77269,3,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,0.0,Couples
4371,3,Sacred Monkey Forest Sanctuary,4,0.0,4,18.0,1,1,56311.99999999999,0.25,Couples
25561,6,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
16514,3,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Couples
52730,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
21256,3,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
45191,3,Sacred Monkey Forest Sanctuary,2,0.0,1,9.0,1,2,56311.99999999999,0.5,Couples
81154,3,Sacred Monkey Forest Sanctuary,4,0.0,3,16.0,1,2,56311.99999999999,0.25,Couples
57365,3,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
85847,3,Sacred Monkey Forest Sanctuary,10,0.2,4,41.0,1,5,56311.99999999999,0.7,Family
59810,3,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Friends
16482,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
45653,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
70967,3,Sacred Monkey Forest Sanctuary,9,0.1111111111111111,5,42.0,1,3,56311.99999999999,0.4444444444444444,Solo
63138,2,Sacred Monkey Forest Sanctuary,14,0.0,4,57.0,1,7,56311.99999999999,0.3571428571428571,Friends
17811,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Solo
10370,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Solo
28567,2,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Couples
43435,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Solo
25621,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
24948,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
14459,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
57716,2,Sacred Monkey Forest Sanctuary,2,0.0,2,6.0,1,1,56311.99999999999,1.0,Friends
77961,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
32533,2,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Family
8481,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
53690,4,Sacred Monkey Forest Sanctuary,3,0.0,1,11.0,1,3,56311.99999999999,0.6666666666666666,Family
51055,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
62791,2,Sacred Monkey Forest Sanctuary,6,0.0,1,23.0,1,4,56311.99999999999,0.0,Couples
23746,2,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Couples
46065,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
58995,1,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Family
75223,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
11099,2,Sacred Monkey Forest Sanctuary,4,0.25,2,18.0,1,3,56311.99999999999,0.0,Couples
39393,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
4453,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
53132,2,Sacred Monkey Forest Sanctuary,3,0.0,3,11.0,1,1,56311.99999999999,0.0,Couples
34227,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
18600,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Friends
78886,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
18325,2,Sacred Monkey Forest Sanctuary,4,0.0,2,5.0,1,3,56311.99999999999,1.0,Friends
30475,2,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Solo
51292,2,Sacred Monkey Forest Sanctuary,2,0.0,2,8.0,1,1,56311.99999999999,0.0,Couples
74902,2,Sacred Monkey Forest Sanctuary,1,0.0,1,2.0,1,1,56311.99999999999,0.0,Couples
30233,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
42707,2,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
25682,2,Sacred Monkey Forest Sanctuary,3,0.0,2,14.0,1,2,56311.99999999999,0.3333333333333333,Couples
38154,5,Sacred Monkey Forest Sanctuary,3,1.0,1,15.0,1,3,56311.99999999999,1.0,Friends
44234,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Solo
22217,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
12892,2,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
47829,1,Sacred Monkey Forest Sanctuary,4,0.0,2,19.0,1,2,56311.99999999999,0.75,Couples
21300,2,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,0.5,Friends
17884,10,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
53500,2,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,0.0,Solo
76106,2,Sacred Monkey Forest Sanctuary,3,0.0,1,14.0,1,3,56311.99999999999,1.0,Family
47053,2,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,0.5,Friends
85394,3,Sacred Monkey Forest Sanctuary,2,0.0,1,9.0,1,2,56311.99999999999,1.0,Family
87911,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
75196,1,Sacred Monkey Forest Sanctuary,3,0.0,1,10.0,1,3,56311.99999999999,1.0,Family
85613,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
9756,1,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Solo
85188,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Friends
21447,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Friends
70281,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Couples
68787,1,Sacred Monkey Forest Sanctuary,4,0.0,1,19.0,1,4,56311.99999999999,0.25,Couples
4179,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
58932,1,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,0.0,Couples
5021,1,Sacred Monkey Forest Sanctuary,6,0.0,3,24.0,1,4,56311.99999999999,1.0,Friends
82983,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Solo
19681,1,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,1.0,Family
23890,1,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,1.0,Family
75107,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
20362,1,Sacred Monkey Forest Sanctuary,2,0.0,2,7.0,1,1,56311.99999999999,0.0,Couples
48488,1,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,0.5,Solo
39504,1,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,0.0,Couples
34060,1,Sacred Monkey Forest Sanctuary,2,0.5,1,10.0,1,2,56311.99999999999,0.5,Family
6355,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
52542,1,Sacred Monkey Forest Sanctuary,2,0.0,1,6.0,1,2,56311.99999999999,1.0,Family
58772,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
58750,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
46971,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Couples
17018,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Family
73591,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
44572,12,Sacred Monkey Forest Sanctuary,1,1.0,1,3.0,1,1,56311.99999999999,1.0,Family
73334,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Solo
55962,1,Sacred Monkey Forest Sanctuary,1,0.0,1,1.0,1,1,56311.99999999999,0.0,Couples
21235,1,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,1.0,Friends
78327,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
85955,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,1.0,Friends
48535,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
79458,1,Sacred Monkey Forest Sanctuary,2,0.0,1,8.0,1,2,56311.99999999999,0.0,Couples
58461,1,Sacred Monkey Forest Sanctuary,2,0.0,2,8.0,1,1,56311.99999999999,0.0,Couples
85351,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
87932,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Couples
47662,1,Sacred Monkey Forest Sanctuary,4,0.0,2,16.0,1,3,56311.99999999999,0.25,Couples
6464,12,Sacred Monkey Forest Sanctuary,2,1.0,1,8.0,1,2,56311.99999999999,1.0,Family
54547,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
48254,1,Sacred Monkey Forest Sanctuary,3,0.0,1,13.0,1,3,56311.99999999999,0.3333333333333333,Family
31313,12,Sacred Monkey Forest Sanctuary,2,1.0,1,10.0,1,2,56311.99999999999,1.0,Friends
64200,1,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Family
47878,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
76383,1,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Couples
69047,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
4704,1,Sacred Monkey Forest Sanctuary,1,0.0,1,3.0,1,1,56311.99999999999,0.0,Couples
60786,11,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,0.0,Couples
11567,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,1.0,Family
9721,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
81917,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,0.0,Couples
74047,1,Sacred Monkey Forest Sanctuary,2,0.0,1,10.0,1,2,56311.99999999999,1.0,Family
35064,12,Sacred Monkey Forest Sanctuary,2,1.0,2,6.0,1,1,56311.99999999999,0.0,Couples
16210,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
34475,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
35014,8,Sacred Monkey Forest Sanctuary,3,0.0,1,14.0,1,3,56311.99999999999,1.0,Family
32271,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Friends
51045,1,Sacred Monkey Forest Sanctuary,2,0.5,2,10.0,1,1,56311.99999999999,0.5,Family
61162,1,Sacred Monkey Forest Sanctuary,1,0.0,1,2.0,1,1,56311.99999999999,0.0,Solo
82738,10,Sacred Monkey Forest Sanctuary,3,0.0,1,14.0,1,3,56311.99999999999,1.0,Friends
48073,1,Sacred Monkey Forest Sanctuary,2,0.0,1,7.0,1,2,56311.99999999999,0.0,Couples
31427,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Family
30811,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
66675,1,Sacred Monkey Forest Sanctuary,4,0.5,3,19.0,1,2,56311.99999999999,1.0,Friends
44748,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
18295,1,Sacred Monkey Forest Sanctuary,1,0.0,1,4.0,1,1,56311.99999999999,1.0,Friends
37703,1,Sacred Monkey Forest Sanctuary,2,0.0,2,8.0,1,1,56311.99999999999,1.0,Friends
3850,1,Sacred Monkey Forest Sanctuary,7,0.1428571428571428,3,30.0,1,4,56311.99999999999,0.0,Solo
61329,12,Sacred Monkey Forest Sanctuary,4,0.5,1,19.0,1,4,56311.99999999999,0.0,Couples
18016,1,Sacred Monkey Forest Sanctuary,3,0.0,2,12.0,1,2,56311.99999999999,0.0,Couples
742,1,Sacred Monkey Forest Sanctuary,2,0.0,1,6.0,1,2,56311.99999999999,0.0,Couples
71542,12,Sacred Monkey Forest Sanctuary,2,1.0,2,8.0,1,1,56311.99999999999,0.5,Couples
57489,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Family
22601,12,Sacred Monkey Forest Sanctuary,2,1.0,2,8.0,1,1,56311.99999999999,0.0,Couples
87646,4,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Solo
57409,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Family
75883,1,Sacred Monkey Forest Sanctuary,1,0.0,1,5.0,1,1,56311.99999999999,1.0,Friends
35029,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,1.0,Friends
60491,1,Sacred Monkey Forest Sanctuary,2,0.0,2,10.0,1,1,56311.99999999999,0.0,Solo
22981,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Friends
34788,12,Sacred Monkey Forest Sanctuary,4,0.25,1,18.0,1,4,56311.99999999999,0.75,Family
8357,12,Sacred Monkey Forest Sanctuary,11,0.3636363636363636,1,46.0,1,7,56311.99999999999,0.5454545454545454,Family
25551,1,Sacred Monkey Forest Sanctuary,2,0.0,2,6.0,1,1,56311.99999999999,1.0,Family
46084,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
81818,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Family
10917,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
9849,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,0.0,Solo
30762,12,Sacred Monkey Forest Sanctuary,4,0.25,1,20.0,1,3,56311.99999999999,0.5,Family
33532,12,Sacred Monkey Forest Sanctuary,3,0.3333333333333333,1,12.0,1,2,56311.99999999999,1.0,Friends
20406,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Family
67711,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Solo
54951,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,1.0,Family
1258,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,1.0,Family
80378,12,Sacred Monkey Forest Sanctuary,2,1.0,2,10.0,1,1,56311.99999999999,0.0,Couples
16901,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
27887,12,Sacred Monkey Forest Sanctuary,1,1.0,1,3.0,1,1,56311.99999999999,0.0,Couples
26893,12,Sacred Monkey Forest Sanctuary,1,1.0,1,3.0,1,1,56311.99999999999,1.0,Family
6137,12,Sacred Monkey Forest Sanctuary,2,1.0,1,10.0,1,2,56311.99999999999,0.0,Couples
52293,12,Sacred Monkey Forest Sanctuary,1,1.0,1,3.0,1,1,56311.99999999999,1.0,Friends
68257,12,Sacred Monkey Forest Sanctuary,4,0.75,2,11.0,1,3,56311.99999999999,1.0,Family
43688,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Family
37159,12,Sacred Monkey Forest Sanctuary,2,1.0,1,6.0,1,2,56311.99999999999,1.0,Family
13815,12,Sacred Monkey Forest Sanctuary,2,0.5,2,9.0,1,1,56311.99999999999,0.0,Couples
15747,12,Sacred Monkey Forest Sanctuary,2,1.0,1,8.0,1,2,56311.99999999999,0.0,Couples
83027,12,Sacred Monkey Forest Sanctuary,2,1.0,2,8.0,1,1,56311.99999999999,1.0,Family
61967,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,1.0,Family
43397,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
62162,12,Sacred Monkey Forest Sanctuary,1,1.0,1,3.0,1,1,56311.99999999999,0.0,Couples
46106,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
67109,12,Sacred Monkey Forest Sanctuary,1,1.0,1,4.0,1,1,56311.99999999999,0.0,Couples
52528,12,Sacred Monkey Forest Sanctuary,1,1.0,1,5.0,1,1,56311.99999999999,0.0,Couples
